label,tweet
NEUTRAL,myogiadityanath YogiOffice narendramodi drdineshbjp SushmaSwaraj anupmajaisbjp BJP4UP Kya ye Sabhi chaukidar Kabhi Rojgar par baat karna Pasand Karenge yadavakhilesh Mayawati RahulGandhi
POSITIVE,Say determined to put an end to the Kashmiri inimical dynasties godspeed MehboobaMufti narendramodiin AmitShah arunjaitley myogiadityanath smritiirani rsprasad amitmalviya mjakbar swapan55 tavleensingh sardesairajdeep BDUTT Nidhi ShekharGupta RahulGandhi
POSITIVE,Thanks sir jai Congress jai Rahul Gandhi
POSITIVE,Soniya ki boli ka value hi kya h Pappu ka matlab Google se poochho to wh bhi bata deta h ki Pappu means Rahul Gandhi Thanks Ranjan Mishra Chowkidar GN #ModiSarkarPhirSe
NEUTRAL,RahulGandhi INCIndia #CongressManifesto
NEUTRAL,This is also from #Wayanad and it is selfexplanatory for you thought process
NEUTRAL,RahulGandhi priyankagandhi PriyaDuttINC
NEUTRAL,BJP lagatar muddon se bhatka rahi hai pura opposition iss baat ko samajh nhi pa rahi hai aap bhatke nhi mudon pr baat karen yadavtejashwi RahulGandhi Mayawati MamataOfficial shaktisinhgohil priyankac19 ashokgehlot51 yadavakhilesh priyankagandhi OfficeOfKNath
POSITIVE,Ok bye bye NRI never returning Indian pseudo nationalist hindutwa warriorU need tissues
POSITIVE,BJP4India RahulGandhi NDA Government should enact a law post 2019 victory that political parties cannot have manifestos which are divisive compromising countries security amp will pull back the country by another 20 years Congress party manifesto has all these ingredients
NEGATIVE,Arun Jaitley says Congress manifesto is drafted by Tukde Tukde Gang Going by his logic Gen Hooda who led surgical strikes is an antinational too
NEGATIVE,Fake This is a Pakistani video
NEUTRAL,RahulGandhi sampitroda vyashimanshu INCOverseas vashistv mansoorpalloor
POSITIVE,PMOIndia arunjaitley AmitShah RahulGandhi INCIndia htTweets Even as per RGPM ModiNDA could not give 2 crore jobs to youth or put Rs15 lakhs in each person bank Ac from the black money recoveredPM ModiNDA popular among masses for good work done in 5 yrs in all stateUTs
POSITIVE,sampitoda be kindly advise RahulGandhi to have big heart amp give all his 15crores wealth under his pet #Nyay to safeguard poor people #DynastyMuktBharat #BharatBoleModiModi #AgustaCaseCracked #IndiaSaysNaMoAgain #DeshKeLiyeModi #CharsiPappu #CongressManifesto #Amethi
POSITIVE,Rahulgandhi please Clear it
NEUTRAL,He HeI know u cant brobetter not go furtherbyehave a life
NEUTRAL,RahulGandhi SevadalKA spyarijan eshwarkhandre Yasirbangalore roysonbrian ArnabGoswamiRtv arunjaitley arjundsage WithPGV LaljiDesaiG hdkumaraswamy thekjgeorge ArshadRizwan aisi halat hogayi hai BJP ki narendramodi sambitswaraj AmitShah
POSITIVE,OfficialUrmila go for it win the election But please work for the people of the country No caste creed or community work for Indians Hindu Muslim sikh issahi are all bhai bhai Jai Bharat sardesairajdeep PriyaDuttINC ShatruganSinha priyankagandhi RahulGandhi
NEUTRAL,RahulGandhi to file his nomination from Amethi on 10th April and Sonia Gandhi on 11th April INCIndia
POSITIVE,Shri Rahul Gandhi Indias chosen one The enormous wave of love and support for Congress President Shri RahulGandhi from every corner of India is testament that India rejects Modis hate politics and embraces Rahul jis ideology of love unity and progress Today in Nagpur
NEUTRAL,Its not pakistan flagJra gor se dekhe
NEGATIVE,Scary
NEUTRAL,ALL except one the flag being waved from RahulGandhi s vehicle which neither has the Ashoke Chakra nor the INCIndia symbol
NEUTRAL,Jeete ga bhai jeete ga Rahul jeete ga can you hear the sound Rahul Rahul Rahul roaring all over India ShatruganSinha priyankagandhi PriyaDuttINC RahulGandhi sardesairajdeep BDUTT #LokSabhaElections2019
NEUTRAL,GARIB KAY ACHA DIN AE RAHA HAI CONGRESS SARKAR BANANA JA RAHA HAI
POSITIVE,We welcome you brother Rahul Will send you as A Young and dynamic PM of India
POSITIVE,In this picture you can see 1 RahulGandhi Ji s caring and helping attitude See emotions on his face 2 priyankagandhi ji is holding shoes of that journalist Future of #BehtarBharat Neerajkundan guptar nsui AkshaySharmaOrg SatveerINC NSUIPunjab
NEUTRAL,KapilMishraIND ji Make a visit to kerala and tamilnadu this time BJP4India DrRizwanAhmed1 ji
NEGATIVE,Not only Sachin pilot the people of India is serious about him Rahul Rahul Rahul roaring all over India ShatruganSinha priyankagandhi RahulGandhi
NEGATIVE,Nehru dynasty has divided not only the nation but nurtured terrorists jihadisand castism also for greed of power Secular word inserted for destruction of hindus Changed constitution and laws of their choice Damage control needed though it is delayed for our survival
NEUTRAL,Why this upbringing thing is seen just before elections India doesnt need a mum it is already one Bharat maa We need a real Son this time #DynastyMuktBharat #CongressMuktBharat
POSITIVE,Pls do something good for u too reveal ur BJP it cell Icard
NEGATIVE,Children with disabilities specially with genetic problem are low on priority They dont get medical insurance they have to struggle everyday to survive Private institutes refuse to treat them for fear of complications and in govt not very happy scenario It is sad situation
POSITIVE,Dear ShefVaidya can u answer me straightly in a single sentence On what basis SMIRTI IRANI JI was offered Rajya Sabha MP seat To democracys shock A MINISTRY U know anything about Indian constitution and structure of our parliament If so gimme a genuine reply
POSITIVE,The Act of kindness is the divine bliss So concerned both of you RahulGandhi priyankagandhi WithPGV SoniaGandhiFC INCIndia
POSITIVE,Mani Shankar Aiyars jibe at Narendra Modi can sell Tea at AICC which cost INCIndia the 2014 Lok Sabha elections This time sampitrodas Middle class should stop complaining and pay more taxes will ensure complete decimation of RahulGandhis dream of making it to 7 LKM
NEGATIVE,He gone to write new Indian story Are we ready to reject that story too
POSITIVE,I pay tax for nations development not to deposit 75000 someones account If you want to help them get a permanent solution and stop giving free donations INCIndia RahulGandhi
POSITIVE,Pakistans wish Congress in India is my reason to vote BJP #namoagain INCIndia BJP4India narendramodi RahulGandhi
NEUTRAL,Do u see my name in DP I have my pics in profile
NEUTRAL,That is what they are going to do this to us middle class
NEGATIVE,Terrorism has nothing to do with religion
NEUTRAL,Ohhokya aap apne papa ke sath milkar photo khinch rahe they
NEUTRAL,This is not Pakistan this is Kerala Congress President Rahul Gandhi filing nomination at Waynad Kerala Your one vote decides your future Explains why he has run away to Waynad #RahulGandhiWayanad #LokSabhaElections2019 #RahulDumpsAmethi #MainBhiChowkidar #NAMO
POSITIVE,A party INCIndia is as good as the President RahulGandhi n secretary priyankagandhi who manage the affairs #GharKiKahani
POSITIVE,I dont really know if thats going to bring peace or whatever But saying that RaGa is a true follower of Advani is hilarious
NEUTRAL,What about Rahuls Janeu and Dattatrye gotra
NEGATIVE,But seriously sedition laws should be pressed against each of congress supporters and should be jailed #AntiNationalManifesto
POSITIVE,Salaried class will be taxed heavily up to 50in case RahulGandhi from INCIndia becomes an accidental PM of Indiaamp poors will be getting Rs72000pmwithout any jobthis vision of RahulGandhi s #NyayForIndia is to encourage #PovertyInMiddleClass httpstwittercomiMactoostatus1111620334652817408
POSITIVE,And I say again let all the #dynasts like RahulGandhi priyankagandhi yadavakhilesh yadavtejashwi NaveenOdisha #KChandraSekharRao HDDevegowda #MKStalin donate all their assets to fund ANYAY poll promise #LoksabhaElections2019
NEUTRAL,RahulGandhi RoflGandhi rssurjewala rahul gandhi mhachor ka asliyat samne aaya
NEUTRAL,#NoToNOTA #NoNOTAVoteBJP #PhirEkBaarModiSarkar #VoteForBharat or #VoteForPakistan #MainBhiChowkidar #ModiOnceMore #ModiOnceAgain #ModiForPM #ModiForPM2019 #ModiNATION #Moditva #Modism #ModiForBharat #OnlyModi
POSITIVE,Ok Modi wud win But why u keep ur identity anonymous R u a BJP it cell bot R u part of that pokada job rehabilitated scheme paid rs 2 per tweet per each bogus Id
POSITIVE,narendramodi ji is a hard working man who has earned respect in every citizens heart he has not got a silver spoon like you pappu RahulGandhi #DeshKeLiyeModi
NEUTRAL,Matlab besharmi ki hadd bhi paar kar jaate ho hastey hastey
NEUTRAL,RahulGandhi the Vinci mom ahmedpatel gyo rebure fase #AgustaCaseCracked
NEUTRAL,Apna time aagaya narendramodi SachinPilot BJP4India TejasviSurya rammadhavbjp arunjaitley rajnathsingh OfficialUrmila nagmamorarji JAslamBasha yasminsana11 RahulGandhi VasundharaBJP ikamalhaasan khushsundar sonamJain001 GurunadhRaoJett MirAliAsgar darkdon1
POSITIVE,RahulGandhi priyankagandhi INCIndia Rahul unless you declare clear commitment on temple pundit remigrationnational price commission to reduce priced of goods and services on welfare state principles and on fully activate lokpal you have little chance to get votes Yad rahe
NEUTRAL,#HumChuHai RahulGandhi Tu he hai chawa at DNS Bank
POSITIVE,Rahul Gandhi turned good Samaritan and offered help to the journalists who got injured while covering his roadshow in Wayanad INCIndia president RahulGandhi
POSITIVE,Congrats dear Rahul Your presence in the three state border gives us immense pleasure to our south
NEUTRAL,RahulGandhi #ComedyKeSaath
POSITIVE,Great
POSITIVE,Hope to see Keralites in the other nineteen constituencies vote out congis and set an example for the rest of India
NEUTRAL,#AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked
POSITIVE,Prince of India we welcome you to Wayanad
POSITIVE,suvarnanewstv tv9kannada SUVARNANEWS24X7 ColorsTV ColorsKannada TimesNow time for you people to show this to entire nation Dont become blind now #exposedeshdrohis #CongressPakistanEkSath #congresspakistanunited #NamoAgain2019 #MeinBhichowkidar
POSITIVE,Prayer to Supreme Court to ban political funding through electoral bonds tomorrow Save Indian Democracy INCIndia RahulGandhi ravi4354
NEGATIVE,Is Rahul Gandhis Waynad nomination is because of fear of losing at Amethi seat #Amethi #RahulGandhiWayanad #2019LokSabhaElections #AbkiBaarKiskiSarkar #BhagRahulBhag
NEGATIVE,The Fake Photos were Put up By amitmalviya Who is #Chowkidar of narendramodi AmitShah BJP4India RSSorg sumanthraman rkhuria HALIndia sagarikaghose geetv79 nmenezesET NITINKML WFRising NammaBengaluroo WeAreBangalore RamGuha priyankac19 drnigam15 fayedsouza
NEGATIVE,Loser Pappu
NEGATIVE,The drama of Communalism by RahulGandhi ji and dynastic family heirloom Why you didnt contested seats like narendramodi did in 2014 You are now scared of Majority class Isnt it #Wayanad #CongressMuktBharat #AntinationalManifesto #BharatBoleModiModi BJP4India AmitShah
NEGATIVE,Any comments sardesairajdeep RahulGandhi rssurjewala KapilSibal past comes haunting Well this 2019 will be your horror show So the scared #India needs its Chowkidar narendramodi to feel secure #BharatBoleModiModi
NEUTRAL,KapilMishraIND nishthuralochak AcharyaPramodk AkhileshPSingh rssurjewala INCIndia RahulGandhi
POSITIVE,Tell you what if they win more than three seats in #Rajasthan then I would call it a #miracle you can save this tweet
NEUTRAL,I think u dont hv work other than Rahul Gandhi
NEUTRAL,Some one else Who come to my TL first lolbhaktas are generally dumbI sympathise with u
NEUTRAL,ACuteTroll1
NEUTRAL,Rahul Gandhi Raul Vinci trying to enter in Prime Minister Candidate Contestants
POSITIVE,#Kerala bad luck started with RahulGandhi welcome
NEUTRAL,Mandir Mandir ka kya hua Wayanad Islamikaran Rally of Rahul Gandhi
NEUTRAL,RahulGandhi INCIndia
NEUTRAL,RahulGandhi INCIndia Frined this time only 477 lotus will bloom in parliament Wait amp Watch JAY HIND
NEGATIVE,I dont think so matt you are so wrong on betting congress I know your dislike for the winning party but then open your eyes and see the reality
POSITIVE,Awesome return on Investment
NEGATIVE,RahulGandhi looking after injured and priyankagandhi holding shoes of the injured journalist Imagine if it had happened in Modis roadshow amp what Modi would have done
POSITIVE,The fact that RahulGandhi shifted to Wayanad Proves two things 1 He is not sure of a win from Amethi 2 He chose a constituency with 50 Muslim and 25 Christian Population shows that Congress firmly believes that its only a minority Party today #AntiMiddleClassCongress
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #Rahulgandhi #RahulKaVachan #CongressManifesto2019
POSITIVE,RahulGandhi narendramodi key topic reservation 370 34A freebie schemes ram mandir Once these are solved half of the problem wi be solved #2019AboutModi
NEGATIVE,Very correct Rahul ji is a man of simplicity I do read his inner heart Really he feels pain for the poor people where as mr Modi is a braggera jumlebaaz His tendency is to humiliate his senior leaders what to say of opposition He wants to put all opposition in jail
POSITIVE,For necessary action please
NEGATIVE,PMOIndia why every time my FB nd massanger block when I post Republic news regarding Ahmad Patal Sonia Gandhi nd Rahul Gandhi
POSITIVE,Christians in Kerala are safe as long Hindus are in a majority after that their fate will be like the Yezidis or Christians in Pakistan but as AK Antony has famously said many years back Muslims and Christians gang up against Hindus in Kerala that is a naked reality
NEGATIVE,The only poor people I can imagine is Rahul Gandhi with this torn pocket showing how narendramodi denied any opportunities for him and Gandhi family to start any mega scam Probably thats what nyay is all about More scams for Gandhi family #BharatBoleModiModi #BJPWinning
POSITIVE,Why dont you also contest from Kishanganj 60votes of a community which supports your would be partyThe moment you say yesI will courrier a skull cap lungi Aluminium lota having tonti like we have in kettles Shame on you
POSITIVE,How come majority of green flags disappeared from your post We have seen enough videos and pics which is totally different than your post Dont try to fool people
NEGATIVE,AmitShahFanClub sir when I post about Republic exposed Ahmad Patal Sonia Gandhi nd Rahul Gandhi Who block my FB nd massanger always
POSITIVE,Would he give up his share of Young Indian to help the cause of his not so young Indian chela RahulGandhi JMScindia SachinPilot DrAMSinghvi ManishTewari ShashiTharoor rssurjewala divyaspandana priyankac19 ShekharGupta sardesairajdeep BDUTT Nidhi OmarAbdullah
NEGATIVE,this image aint going help in the rest of India the anti Hindu pro Muslim Christian tag of the Congress party just got far far more pronounced and electorally very damaging
POSITIVE,RahulGandhi sir I am die heart congress can just a suggestion please involve Mr Sidhu with yiu where eve you campaign it will give a good impact positive impact he is a very strong man and can help congress everywhere
NEUTRAL,Code ki jagah raga Rahul Gandhi pappu chutiya likho
POSITIVE,Wow Crowd seems amazing
NEGATIVE,#AgustaCaseCracked This fraud lady from Italian Rosemary Patrizi talking nonsense but could answer your questions properly prafullaketkar ji why Dalali in all defense details linked to family of RahulGandhi
POSITIVE,Congratulations ji
NEUTRAL,#AugustaCaseCracked Christian Michael revealed FAM means Family Knew #SG since 1986 AP is Ahmed Patel RG is Rahul Gandhi RG was paid 50 cr Dalals infiltrated Cong Son will become PM And Chor RahulGandhi amp #ChorCongress malign Modiji #Chowkidar Nahi #FamilyChorHai
NEGATIVE,Me kyun kaha jaunballs to Ragaur knowledge on politics is based on a bullshit binary Gobar nikalo dimag seand DP me sahi identity lagao dam hai to
NEGATIVE,This is natak How many injured Rahul Gandhi taken to hospital in his life time Not even one For vote he can do any thing
NEGATIVE,BJP is so predictable ED files chargesheet in Augusta Westland a week before 1st vote is polled Over to Panna Pramukhs as bainjal calls North Korean channels as Nidhi calls Pliable media as RahulGandhi calls Is this last resort Or a surgical strikeriot awaited
NEGATIVE,Aise logo kee complaint kiya karo abhi kuch time pehle httpekki kee thee delete kar ke bhaag gaya iske bhi screen shots rakho
NEUTRAL,Ardh Pagal Murkh man Pappu
NEGATIVE,Vipakshion ke liye nahi hai Inke liye yek hi mudda hai Modi jee ko hatana Kyoki Modi jee Medical health education Water electric unemployment Road etc par bolte hai aur kaam bhi karte hai
POSITIVE,We are going to win Nagpur loksabha Constituency with a record margin RahulGandhi INCIndia
NEUTRAL,Un following you Dr
POSITIVE,Dont worry before Modi reaches Youmaight reach there
POSITIVE,This is beautiful
POSITIVE,Congratulations Sir U r Next PM on 23 may
NEUTRAL,vschanna this is what I told u in my earlier tweet
NEGATIVE,Rahul Gandhi Ji is helping a journalist who got injured after barricade broke down at roadshow in Wayanad You can also see Priyanka ji is holding the shoes of that injured journalist Their action inspires the nation#RahulTharangam #RahulGandhiWayanad RahulGandhi INCIndia
NEGATIVE,Congress does not need to explain their Election Manifesto Its self explanatory and self destructive INCIndia niku1630 RahulGandhi samirvarier vatanbhatnagar NationWithNamo KapilSibal kanhaiyakumar
NEUTRAL,Rafale Deal Genius of Rahul Gandhi by Nitin Gupta Rivaldo httpsyoutubemb92ZWzBWME via YouTube #MuslimLeague #RafaleDeal #chowkidar
NEUTRAL,We know why RahulGandhi ran to Wayanad to get votes from the green brigade with Chand Sitara pakis #Wayand #LokSabhaElections2019 De de Allah ke naam se de de #
NEUTRAL,Rahul Gandhi contesting from Wayanad in 2019 isnt the same as Narendra Modi contesting from Varanasi 2014 httpssharesamIzxf via Merinews DrGarekar rashmiverma ambsandip tinaacharya RatanSharda55 debiacharya1969
POSITIVE,You mean your brother RahulGandhi let down Amethi voters for 15yrs in Row Why you have to say He wont let you down By Hook or Crook he should remain as MP or Tihar Opening sure Ksingh561 krdave ksmkkbookscom sunilslathia bjpitc KisanUnionIndia
NEUTRAL,Virodh karie par deshit me na ki desh ke ahit me RahulGandhi sardesairajdeep vinit22514127 ndtvindia kyu ISapnaMishra ji
NEGATIVE,Such a shame you are silent seeing Pakistani flag
NEUTRAL,Never
NEGATIVE,#AgustaCaseCracked Sanjeev Shrivastava being a BBCHindi correspondent is loyal to Gandhi family as it has been Antiindia so for him there is nothing serious in the charge sheet but how shamelessly RahulGandhi saying Chawkidar is Chor Here entire Gandhi family is Chor
POSITIVE,Congress president Rahul Gandhi owns assets worth Rs 1485 crore httpstimesofindiaindiatimescomelectionsloksabhaelections2019keralanewscongresspresidentrahulgandhiownsassetsworthrs1485crorearticleshow68726430cmsutmcampaignandappamputmmediumreferralamputmsourcenativesharetray Download the TOI app now
NEUTRAL,Bhai 2 g wala raja to baijjat bari kara diya Chokidar so rha tha or wo bhai bari ho gya Jb magarmacch hi bach gye to machliyo ko to bari hona hi tha Vaise sarda chit fund ka main part tha mukut loy Bjp m aate hi ganga snan ho gya
POSITIVE,Those Who Disagree With BJP Arent AntiNational #LKAdvani Calls for Honest Introspection AmitShah amp narendramodi jiiis mkstalin BJP4India RahulGandhi
POSITIVE,Great going
POSITIVE,this picture CLEARLY indicates where #RahulGandhi gets his support from the Congress party is an out and out rabidly anti Hindu party pro Muslim Christian party time to throw this party out of the country otherwise we will have another 1947 staring at us
POSITIVE,In 2024 geet ji will definitely get ticket for Lok Sabha election
POSITIVE,We all are with you and result will be positive
NEGATIVE,I think you could able to fool the innocents of Wayanad Your activities will be written in black letters
POSITIVE,Ok But why Pakistani Flags all over
NEGATIVE,Really disgusting Truly shameful
NEGATIVE,rssurjewala is a slave of RahulGandhi so he has been there to absorb all contempt Rahul heaped upon himself by his verbal and political misadventures
NEGATIVE,We have seen the video of enacting these kind of tricks #PappuPinkyInKerala #Dramebazz
POSITIVE,dhruvrathee guwahatiplus ndtv TheLallantop thewirein akashbanerjee BrutIndia scoopwhoopnews narendramodi PMOIndia RahulGandhi THIS IS A SERIOUS ISSUE ITS A CASE OF HUMANITY DO WATCH THIS AND HELP THEM #CACHARPAPERMILL #NAGAONPAPERMILL
NEUTRAL,Rahul Gandhi of Pakistan RahulGandhi sagarikaghose BDUTT Nidhi OmarAbdullah INCIndia tehseenp rssurjewala digvijaya28 ManishTewari ShekharGupta SanjayJha Pawankhera sabanaqvi ShashiTharoor ShehzadInd divyaspandana priyankac19 JMScindia nagmamorarji
POSITIVE,He did not run away He just ran into the laps of the ones he loves the most The IUML How many photo op temple visits he may make janeus he may wear ultimately the truth within got revealed today
NEUTRAL,RahulGandhi WithPGV WithRPN drajoykumar INCIndia INCJharkhand abhaSin93574099
NEGATIVE,Shame RahulGandhi
NEGATIVE,This observation leads to this question Were they purchased forced to come or willingly come along
NEGATIVE,RahulGandhi no photos of you wiping anyone back side this time around
POSITIVE,Kya yeh bhi ander ki information hai Yeh khabar voh hi dey sakta hai jo party key confidential ins outs bhi jaanta hai
NEUTRAL,Really Big a fitting Day for RahulGandhi INCIndia Bedalav
NEUTRAL,#AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked
NEUTRAL,#AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked
NEUTRAL,#AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked #AgustaCaseCracked
POSITIVE,Perfect poem for Bjp Government RahulGandhi INCIndia INCJharkhand MahilaCongress WithRPN drajoykumar abhaSin93574099
NEUTRAL,Bhiwandi Shahpur Murbad aur Kalyan ke Naujawano ko Roozgaar chahiye Chowkidaar nahi #VoteForCongress2019 #RahulGandhiWayanad #BureDinJaneWaleHai INCIndia INCMaharashtra NCPspeaks #RPIK #SwabhimaniShetkariSangatna RahulGandhi MallikarjunINC MDMistry AshokChavanINC
NEUTRAL,So what is in ur list Mudra or Mob lynching
NEUTRAL,Rahul Gandhi hi ho sakta hai
POSITIVE,RahulGandhi sir please help me sir i need one lakh twenty thousand please help me sir otherwise Im not able to live
NEUTRAL,Your prediction about #Waynad
NEUTRAL,If Nana Patole pulls this one Hats off to him
NEGATIVE,In india or pakistan Looks more no of green flags than panja flags And sad ex ambassador are cheering
NEUTRAL,RahulGandhi priyankagandhi priyankac19 NayakRagini divyaspandana digvijaya28 pramodtiwari700 KapilMishraIND ManojTiwariMP BJP4UP BJP4Keralam BJP4Delhi BJYM httpsyoutubew3Z4nfcio0
NEGATIVE,You are absolutely right Choukidar chor hai Choukidar is cheating people because they are selfcentered and shameless They always think about themselves Jai ho Congress jindabad Rahul gandhi jindabad
NEUTRAL,Iss baaar Sidhi se Rahul bhaiya
NEUTRAL,Sam pitroda wala video bhi chalao Ya video ka abhi editing ho raha hai News batao to tat hua ke saath
NEUTRAL,Yeslage rahoMandir wahi banayengelekin tarikh nehi bata payenge
NEUTRAL,RahulGandhi also
NEGATIVE,Choukidar chor hai Choukidar is cheating people because they are selfcentered and shameless Jai ho Congress jindabad Rahul gandhi jindabad
POSITIVE,Definitely
NEUTRAL,There goes RahulGandhi and his green flags Right Mr Gandhi ye hare jhande nhi hote poore desh me jagah nhi milti is baar ladne ke liye smritiirani INCIndia rssurjewala #VikasPoochhRahaHai #CongressHatesMiddleClass #CongressManifesto Swamy39 CNNnews18 iSinghApurva
POSITIVE,If Rahul wins from Wayanad the Losers will be Hindus Choice is yours
NEUTRAL,Green Modi
NEUTRAL,Joh dar gaya woh mar gaya pappu dar ke amethi se bhag gaya
NEUTRAL,Jay ho
POSITIVE,What is this kuch to saram karo Kam se kam desh india K liye Hi Sahi Feeling RahulGandhi
NEUTRAL,Rahul gandhi jindabad
NEUTRAL,#ChowkidaroKaScam
POSITIVE,Politics of India to have become a measure of earning to political stalwarts in want of deficient mechanism to have become somewhat sole instrument to castistdynastic communalist designs to have taken over democracy in prevention to its pivotal prior most urgency to sustain
POSITIVE,Just cpl of weeks back 2 young Cong workers were butchered to death by the communists Rahul even went to their house promised justice to the family And today he takes this stand Look at the hypocrisy written all over
POSITIVE,My simple qstn to RahulGandhi if he wins #Wayanad amp #Amethi which seat will he vacate He will be happy to lose both so that he can please both constituincies by not having to choose whom to represent and whom to vacate
POSITIVE,RahulGandhi is an example of leader born by force and family obligations its like forcing children to take engineering course which they might be least interested Sonia must have been much powerful and charismatic to lead INCIndia
POSITIVE,Love to see you as EVERGREEN PM OF INDIA
POSITIVE,jgopikrishnan70 do you think that RahulGandhi will retweet what Advaniji said in same way as journos like Nidhi or SudheenKulkarni are doing
POSITIVE,Well Well Well Its all about double standards SPMukherjee was part of a government in alliance WITH Muslim league in Bengal
POSITIVE,Perfect timing of #augustacasecracked all are party to it RahulGandhi ahmedpatel hence #NYAY karne wale chor hain
POSITIVE,HahaModi Saha are not corrupt Modi is paying from his pocket when he lands up in those opulent rallies with 5 helicopters yelling bs Wah re bhakt Be a citizenbe a voter Help this country
NEGATIVE,At todays RahulGandhi s Nagpur rally So less people were there still some channel claims but didnt show the cameras on crowds presents there Why hide everyone knows soon #CongressMuktBharat
POSITIVE,Feel like so
NEGATIVE,Dear Sagar Do you know Shyama Pradad Mukherjee was part of an alliance with Muslim league in Bengal Why do you hate now Advani went to Jinnahs tomb in Pakistan
NEUTRAL,INCGujarat INCIndia RahulGandhi #JantaMaafNahiKaregi
NEUTRAL,Rahul ke Mandir Mandir ka kya hua
NEUTRAL,tenu ni lende bhai congress me ye kyun talwe chatne pe laga hua hai
NEUTRAL,INCIndia RahulGandhi rssurjewala JhaSanjay sherryontopp said all this
NEGATIVE,MrSiddaramaih it is FAKE NEWS and Promise Rahul Gandhi wont Win
POSITIVE,How did a person who did not take Oath of Office and Secrecy was given access to top secret documents and allowed to take the final decision of #AgustaWestland deal Mr RahulGandhi I believe this person is related to you I have been living in a cave and hence i was not aware
NEGATIVE,Once Bhagwan Netaji Subhash Chandra Bose residing at mujehna ashram distt Sitapur nirvaan 2003told democratic military discipline is essential for the development of country Congress has fouled the Nation badly httpnetajibhagwancom RahulGandhi aajtak BBCWorld awasthis
NEUTRAL,#VodafoneIndia chor hai VodafoneIN
NEUTRAL,Pakistan in the making
POSITIVE,#CongressAgainstMiddleClass courtesy RahulGandhi sampitroda
NEGATIVE,ShefVaidya ji RahulGandhi is already scared please dont give him any more dares #LokSabhaElections2019 #RahulGandhi
POSITIVE,awake1975 Haha #Wayanad will be Cong n RahulGandhi s Waterloo
NEUTRAL,RahulGandhi Any investment of that size will yield that much money in 5 years I can understand his money But AmitShah made 33 crore in one year
NEGATIVE,All the Congressmen are born liars
NEUTRAL,10 sal se kya marwa rhe jab tumhari sarkar thi
POSITIVE,Sir I request you to advise a speech writer for dir Rahul Gandhi ji so that he can highlight his social schemes
POSITIVE,Its ok BJP will dream for India
POSITIVE,Hahaha Only keral will vote for khangress
POSITIVE,Shouldnt it be the other way around Take care of #Wayanad RahulGandhi the people wont let you down #JustSaying Though he is genuinely incapable of doing that Case in point #Amethi
NEUTRAL,RahulGandhi AmitShah
NEGATIVE,Gadkari is over rated Useless turd and unfit as hell physically
POSITIVE,You are supported only by Muslim league green flag The safest seat you have chosen Dont compare with north You r now only a regional party like APP Your menifesto is like the menifesto of pakiStan
POSITIVE,# knows who but it must be the same who funding ModiSaha now for sure Its all same We kicked out Sonia gangnow time to kick out ModiSaha too U can get it if u r not a bhakta
POSITIVE,Truth about Rahul Gandhi and his familyplease dont make us full RahulGandhi we accept you without all this be a good human beingnarendramodi
POSITIVE,Looks like paki Street
NEUTRAL,VodafoneIN #VodafoneIndia #vodafoneidea #Vodafonedown #VodafoneChorhai RahulGandhi ashokgehlot51 RaGaBrigade nafees43 IndiaToday republic Where ever you go network does not follow
POSITIVE,Why #OPS2019 old pension scheme for all employees isnt included in #Manifesto2019 of any #Political #party fr #2019LokSabhaElections Promise to Scrap #NPS EMPLOYEES #VOTEFOROPS rssurjewala INCIndiaLive BJPLive ArvindKejriwal RahulGandhi priyankagandhi captamarinder
POSITIVE,narendramodi wanted to prove he is not gujju centered leader But RahulGandhi ran towards safety
NEUTRAL,WAYANADRahul Gandhi ke MANDIR MANDIR tour ka kya hua
POSITIVE,If RahulGandhi wins both seats he may resign from #Amethi in the by election PriyankaG may contest
NEGATIVE,Yes Cong was wrong so kicked out Now its ModiSaha s turn to get the kick U can understand if u r not a bhakta
NEGATIVE,Waiting for INCIndia and RahulGandhi will complain to the #ElectionCommissionofIndia that BJP4India is filing chargesheet in the #AgustaWestland case and that violates Model Code of Conduct
