id,label,tweet,tidy_tweet
5766,,You dont deserve,you dont deserv
5767,,See yourself due to your despicable habits Kejri bamboozled you so hard that you became mad Never talk about Anna Riding on Anna shoulder you prestitutes became leader and what did you do with him Never remember,see yourself due your despic habit kejri bamboozl you hard that you becam mad never talk about anna ride anna shoulder you prestitut becam leader and what did you with him never rememb
5768,,Madam we r seeing so called intellectuals film producers economists Lutyens batting for Congress opposition parties Day night they split venom against modi BJP If u dont have problem in it why single out Vivek oberoi for canvasing BJP,madam see call intellectu film produc economist lutyen bat for congress opposit parti day night they split venom against modi bjp dont have problem whi singl out vivek oberoi for canvas bjp
5769,,There can be only one answer to all these questions Narendra Damodardas Modi Wonder if any parents during the last 5 years named their son as Rahul Gandhi or at least Rahul,there can onli one answer all these question narendra damodarda modi wonder ani parent dure the last year name their son rahul gandhi least rahul
5770,,INCIndia IYC,incindia iyc
5771,,Zalalath ki koi haddh nahi hoti #ModiLies,zalalath koi haddh nahi hoti #modili
5772,,RahulGandhi INCIndia,rahulgandhi incindia
5773,,Why doing you fund this scheme from all the scams you did in past years during power 2G CWC AND MAY MORE I thing the interest earn on all the scams will be enough to funD YOUR NEW PROJECT,whi do you fund thi scheme from all the scam you did past year dure power cwc and may more thing the interest earn all the scam will enough fund your new project
5774,,ArvindKejriwal RahulGandhi narendramodi #dilli funny state of affairs D,arvindkejriw rahulgandhi narendramodi #dilli funni state affair
5775,,RahulGandhi Modo has not kicked out but Advaniji keeping his age he has been rested but what did you do when you tore your PMs order publicly Was it an Hindu culture You ran away in the arms of party who was responsible for dividing country Hindus will never forget traitor,rahulgandhi modo ha not kick out but advaniji keep hi age ha been rest but what did you when you tore your pm order publicli wa hindu cultur you ran away the arm parti who wa respons for divid countri hindu will never forget traitor
5776,,RahulGandhi dont know importance of grand father Firoz khan Bcoz he didnt even endorse his grant fathers name #Advani ji,rahulgandhi dont know import grand father firoz khan bcoz didnt even endors hi grant father name #advani
5777,,Rahul being what he is speaking language that Europe and US spoke 40 yrs back now that they have accepted terrorism as a menace we may hear Rahul talking d language 40 yrs hence,rahul be what speak languag that europ and spoke yr back now that they have accept terror menac may hear rahul talk languag yr henc
5778,,Yes I agree with you You are absolutely right Jai ho Congress jindabad Rahul gandhi jindabad,ye agre with you you are absolut right jai congress jindabad rahul gandhi jindabad
5779,,Cong didnt slaughter a cow but a calf as advised in Manusmriti the only known Hindu religious text But the mejority of Ahindu Bramhasamaji population in BJP headed by Ahindu Jain prez is expected to criticise it,cong didnt slaughter cow but calf advis manusmr the onli known hindu religi text but the mejor ahindu bramhasamaji popul bjp head ahindu jain prez expect criticis
5780,,Do you think so,you think
5781,,Kaalu Bus kar re bhai Izaat aur Sharm nahi hai kya,kaalu bu kar bhai izaat aur sharm nahi hai kya
5782,,You guys have any development model for India or you and RahulGandhi life with only ke words like #advaniji #Rafale #Muslims #pakistan #Ambani #hindumuslim n all sudhar jao Abhi bhi time hai na to history ke book me hi jikr milega,you guy have ani develop model for india you and rahulgandhi life with onli word like #advaniji #rafal #muslim #pakistan #ambani #hindumuslim all sudhar jao abhi bhi time hai histori book jikr milega
5783,,Thanks for this,thank for thi
5784,,BUT YOUR NOT STILL RIPE ENOUGH TO TAKEN ON AS POLITICIAN JOIN SHRE SHREE RAVI SHANKARJI S ASHRAM FOR BETTER THINKING AND THOUGHTS FOR THE COUNTRY,but your not still ripe enough taken politician join shre shree ravi shankarji ashram for better think and thought for the countri
5785,,In simple words RahulGandhi is the most incapable low grain economic offender out on bail is foolishly aspiring to be the PM He can try it in Pakistan or Italy since is heart is there or being half Italian India has rejected him after running away from Amethi,simpl word rahulgandhi the most incap low grain econom offend out bail foolishli aspir the can tri pakistan itali sinc heart there be half italian india ha reject him after run away from amethi
5786,,Joke of the week,joke the week
5787,,Kyu logo ko murkh bana rahe ho Rahul ne ABP se kaha ki Modi se pucho to Modi ne bataya Supreme court ne bataya French govt ne bataaya But but koi to us murkh Pappu se puche ki Rafale pe allegations kis aadhar par layaaya Simple,kyu logo murkh bana rahe rahul abp kaha modi pucho modi bataya suprem court bataya french govt bataaya but but koi murkh pappu puch rafal alleg ki aadhar par layaaya simpl
5788,,Somehow the whole state is branded as a communist destination In a way all religions were given equal status but the Muslims emerged superior This irked both other religions Hinduism revived after #Save Sabarimala A blessing,somehow the whole state brand communist destin way all religion were given equal statu but the muslim emerg superior thi irk both other religion hinduism reviv after #save sabarimala bless
5789,,Arre Janeudhari One of your congi member calls Hindus as most violent religion,arr janeudhari one your congi member call hindu most violent religion
5790,,Shamelessness is an art which INCIndia has mastered how can RahulGandhi be an exception to it,shameless art which incindia ha master how can rahulgandhi except
5791,,Rahul Gandhis latest gaffe Amit Shah called India a golden bird this means he thinks India is a commodity Opindia News httpswwwopindiacomp122823 via opindiacom,rahul gandhi latest gaff amit shah call india golden bird thi mean think india commod opindia new httpswwwopindiacomp via opindiacom
5792,,Aapko bhi,aapko bhi
5793,,RahulGandhi All blinded by hatred is the perfect line suitable for you Pl check your own family and your own record You can call me any time any where if you dont find it Will show you in details right from Nehru till Rahul Gandhi,rahulgandhi all blind hatr the perfect line suitabl for you check your own famili and your own record you can call ani time ani where you dont find will show you detail right from nehru till rahul gandhi
5794,,Only pistol RahulGandhi has he cant hold it within his mouth It keeps misfiring fake bullets Chicanery of first order,onli pistol rahulgandhi ha cant hold within hi mouth keep misfir fake bullet chicaneri first order
5795,,Lol Seems tumhe Bina bataye Pilate hei search Kar lena Chorgressiyo ne Kaha tha ki Pappu Mutra daily pite hei,lol seem tumh bina batay pilat hei search kar lena chorgressiyo kaha tha pappu mutra daili pite hei
5796,,sagenaradamuni TRILOKHNATH veljaya SundaramChitra asha1262 mgajria vxtandon1 Hey Tutors All Indians are not with this crook Only Traitors are with him INCIndia ShashiTharoor gang,sagenaradamuni trilokhnath veljaya sundaramchitra asha mgajria vxtandon hey tutor all indian are not with thi crook onli traitor are with him incindia shashitharoor gang
5797,,Even RahulGandhi says I gave then you will twist and say look he trying to be arrogant bla bla he trying to create security threat Sympathy Ye Sab aapko Shobha Nahi deta ab,even rahulgandhi say gave then you will twist and say look tri arrog bla bla tri creat secur threat sympathi sab aapko shobha nahi deta
5798,,So you must be fasting all 9 days right Kindly share how are you fasting,you must fast all day right kindli share how are you fast
5799,,Hight of insensitiveness communal division lie private handover diplomatic failureanarchy miss governance zero accountability disrespect of defense forces Lots of hight RahulGandhi INCIndia,hight insensit commun divis lie privat handov diplomat failureanarchi miss govern zero account disrespect defens forc lot hight rahulgandhi incindia
5800,,Ok ok CHHONAMg,chhonamg
5801,,Elections ke waqt language bi badal jati hai,elect waqt languag badal jati hai
5802,,Congratulations ms Sreedhanya God bless you,congratul sreedhanya god bless you
5803,,RahulGandhi Aalu to aa gaye par machine kaha hai,rahulgandhi aalu gay par machin kaha hai
5804,,He might have taken smooth success takeover of giant YSR however I believe RahulGandhi should have made more visible effoy to make him Ghar waapsi because in the end he is DNA of INCIndia in any case ysjagan has potential to lead not just state but center level too,might have taken smooth success takeov giant ysr howev believ rahulgandhi should have made more visibl effoy make him ghar waapsi becaus the end dna incindia ani case ysjagan ha potenti lead not just state but center level too
5805,,Rahul Gandhi is a truly fighter best of luck,rahul gandhi truli fighter best luck
5806,,Willl they be paid like the anganwadi workers or real living wages,willl they paid like the anganwadi worker real live wage
5807,,RahulGandhi,rahulgandhi
5808,,Could any one in our country understand RaGas ideology If any one could please reply at least I will understand though not our country,could ani one our countri understand raga ideolog ani one could pleas repli least will understand though not our countri
5809,,Its already civil war situation NW in India#bjp creating anarchy,it alreadi civil war situat india#bjp creat anarchi
5810,,sardesairajdeep Sir could not hide your bliss then she told Hinduism is most violent religion You are encouraging your anti modi panelists to say such things rather than restricting them Because if your such hypocrisy you were beaten in place like US,sardesairajdeep sir could not hide your bliss then she told hinduism most violent religion you are encourag your anti modi panelist say such thing rather than restrict them becaus your such hypocrisi you were beaten place like
5811,,Aap To Musalman ho sir,aap musalman sir
5812,,Same to you,same you
5813,,Rsir mai durg loksabha seat chhattisgarh se ladna chahta hu par aapne mujhe ticket nhi diya Aur aap khud 2 seat se lad rhe h Ek bar nehru ji ne apne pita ji ka pen kisi aur ko de diya tha Ye sochkar ki bahut logo k pas pen nhi h aisi sthhiti me ek aadmi k pas 2 pen kisliye,rsir mai durg loksabha seat chhattisgarh ladna chahta par aapn mujh ticket nhi diya aur aap khud seat lad rhe bar nehru apn pita pen kisi aur diya tha sochkar bahut logo pa pen nhi aisi sthhiti aadmi pa pen kisliy
5814,,Har Har Modi Ghar Ghar Modi Bar Bar Modi Har Bar Modi,har har modi ghar ghar modi bar bar modi har bar modi
5815,,What BJP4India do with Honest people KiritSomaiya is best example What BJP4India do with #Veterans #Advani #MMJoshi SMahajanLS are best example What BJP4India do with Mirror ShatruganSinha YashwantSinha KirtiAzadMP are best example RahulGandhi priyankagandhi #IPL,what bjp india with honest peopl kiritsomaiya best exampl what bjp india with #veteran #advani #mmjoshi smahajanl are best exampl what bjp india with mirror shatrugansinha yashwantsinha kirtiazadmp are best exampl rahulgandhi priyankagandhi #ipl
5816,,Same to you,same you
5817,,Same 2 you,same you
5818,,Watch yesterdays RahulGandhi interactive session with Pune students Transformation at its best,watch yesterday rahulgandhi interact session with pune student transform it best
5819,,Salamulakham sahabu telangana statu mahbubad destku velji barhmanakothpallyfiridam fitarns Mi mujuko kujube jamenu nai garuka jagi ni diya Mujuko Hyderabad ma garuka jagi delavo je 20 gunta jage davoje BayA thumara ku shalam jie 6281206921 Bothu logaku madathu karutha mujuko,salamulakham sahabu telangana statu mahbubad destku velji barhmanakothpallyfiridam fitarn mujuko kujub jamenu nai garuka jagi diya mujuko hyderabad garuka jagi delavo gunta jage davoj baya thumara shalam jie bothu logaku madathu karutha mujuko
5820,,Beta tum apni chinta karo Abhi Smiti tumko joote maarke Amethi se nikaalne waali hai Modi threw his guru Advani out Rahul Gandhi stings PM httpsinnewsyahoocommodithrewguruadvaniapos173651993htmlsocsrccommunityampsoctrktw via Yahoo,beta tum apni chinta karo abhi smiti tumko joot maark amethi nikaaln waali hai modi threw hi guru advani out rahul gandhi sting httpsinnewsyahoocommodithrewguruadvaniapo htmlsocsrccommunityampsoctrktw via yahoo
5821,,Rahulji watching all yo public speeches and Road shows igniting the public on NYAYA Rs 72000 for all BPL and Congress commitment to eradicate poverty and women empowerment Tour cool calculations and pleasant manners are the eye catching of voters GOD VLESS YOU,rahulji watch all public speech and road show ignit the public nyaya for all bpl and congress commit erad poverti and women empower tour cool calcul and pleasant manner are the eye catch voter god vless you
5822,,#Navratri,#navratri
5823,,Happy Festive season #Festive RahulGandhi INCWestBengal INCIndia priyankagandhi WithPGV SoniaGandhiFC SheilaDikshit irobertvadra SachinPilot JMScindia keshavyadaviyc srinivasiyc GeorgekurianINC sushmitadevmp AditiSinghINC KumariRukshmani priyankac19,happi festiv season #festiv rahulgandhi incwestbeng incindia priyankagandhi withpgv soniagandhifc sheiladikshit irobertvadra sachinpilot jmscindia keshavyadaviyc srinivasiyc georgekurianinc sushmitadevmp aditisinghinc kumarirukshmani priyankac
5824,,Rahul Gandhi is a truly politician we are with you best of luck,rahul gandhi truli politician are with you best luck
5825,,This msg ia to amethi or to wayanad,thi msg amethi wayanad
5826,,Itna gussa hone ki zaroorat nahin,itna gussa hone zaroorat nahin
5827,,Pour thinking,pour think
5828,,awake1975 Haha With what fa e he will accept questions RahulGandhi offered moon in d manifesto Knowing he n his brainies will be judged by d court BJPLive,awak haha with what will accept question rahulgandhi offer moon manifesto know hi braini will judg court bjplive
5829,,Sapna ji e same to you Rakesh Mishra,sapna same you rakesh mishra
5830,,RahulGandhi please look at you peaceful followers showing their true colours,rahulgandhi pleas look you peac follow show their true colour
5831,,AAP gudi padwa manaiye hm yahan Bihar me suicide kare Naa waah #MULEA #savemagadhuniversity #curroptgovernment narendramodi rajnathsingh sambitswaraj SudhanshuTrived RahulGandhi sardanarohit anjanaomkashyap aajtak ndtv NitishKumar yadavtejashwi,aap gudi padwa manaiy yahan bihar suicid kare naa waah #mulea #savemagadhunivers #curroptgovern narendramodi rajnathsingh sambitswaraj sudhanshutriv rahulgandhi sardanarohit anjanaomkashyap aajtak ndtv nitishkumar yadavtejashwi
5832,,Congratulations,congratul
5833,,Janab bahut galat bol gaye m n aapke vedo ko kabhi pada nahi par samman karta hu to thoda tameez dikhao andhe mat bano,janab bahut galat bol gay aapk vedo kabhi pada nahi par samman karta thoda tameez dikhao andh mat bano
5834,,Hindu dharm does talk of killing demons however their is no punishment prescribed for anyone for how he believes in God or does not believe allows people to maintain their faith as they want does not ask them to put on iron jacket,hindu dharm doe talk kill demon howev their punish prescrib for anyon for how believ god doe not believ allow peopl maintain their faith they want doe not ask them put iron jacket
5835,,RG IS CRUPT MAN,crupt man
5836,,Bikau channal,bikau channal
5837,,narendramodi yadavtejashwi RahulGandhi ArnabGoswamiRtv BJP4India KapilMishraIND ArvindKejriwal AmitShah OfficialUrmila INCIndia AamAadmiParty republic ndtvindia aajtak abpnewstv ZeeNews Everybody should run #AntiCurrupt campaign first then provide a alternative,narendramodi yadavtejashwi rahulgandhi arnabgoswamirtv bjp india kapilmishraind arvindkejriw amitshah officialurmila incindia aamaadmiparti republ ndtvindia aajtak abpnewstv zeenew everybodi should run #anticurrupt campaign first then provid altern
5838,,RahulGandhi is genius,rahulgandhi geniu
5839,,Shameful RahulGandhi had to abandon Amethi to pick Wayanad What the voters in Wayanad are asking is whether he will stay with Wayanad or opt for Amethi if he wins in both places Indicative of deep distrust of his intentions priyankagandhi priyankac19,shame rahulgandhi had abandon amethi pick wayanad what the voter wayanad are ask whether will stay with wayanad opt for amethi win both place indic deep distrust hi intent priyankagandhi priyankac
5840,,Good So youre great friends with Kingfisher Vijay Malya now Didnt your leader RahulGandhi say otherwise just a few months back Wasnt he blaming narendramodi for letting TheVijayMallya leave the Country Yet youth Congress remembers every tagline of UB Adds Hmm,good your great friend with kingfish vijay malya now didnt your leader rahulgandhi say otherwis just few month back wasnt blame narendramodi for let thevijaymallya leav the countri yet youth congress rememb everi taglin add hmm
5841,,All Congress Goons are Hindus harassing NupurSharmaBJP OfficialUrmila you rightly pointed they are violent,all congress goon are hindu harass nupursharmabjp officialurmila you rightli point they are violent
5842,,Which scheme,which scheme
5843,,RahulGandhi yes can help in In serving poor people of India,rahulgandhi ye can help serv poor peopl india
5844,,If I am not wrong Vivek is doing campaign for BJP since 2007 Guj election or 2012 He is good friend of Mr Modi Remember he was invited at Oath ceremony of Modi when he became PM,not wrong vivek do campaign for bjp sinc guj elect good friend modi rememb wa invit oath ceremoni modi when becam
5845,,RahulGandhi india will give it back through EVM We all proud Indians We support narendramodi ji,rahulgandhi india will give back through evm all proud indian support narendramodi
5846,,This dialogue wont give you clean chit Mr Rahul Be clean in your hand and tongue,thi dialogu wont give you clean chit rahul clean your hand and tongu
5847,,RahulGandhi INCIndia WithPGV prithvrj AshokChavanINC PawarSpeaks Resp amp Dear sir This is our Luck that #TheKingOfMaharastra MNS9SMS RajThackeray is supporting against NDA A Big #Thanks amp Obliged,rahulgandhi incindia withpgv prithvrj ashokchavaninc pawarspeak resp amp dear sir thi our luck that #thekingofmaharastra mn sm rajthackeray support against nda big #thank amp oblig
5848,,Varanasi modiji will win but and lucknow rajnath will win and rest of the seat bjp loosing confirm news,varanasi modiji will win but and lucknow rajnath will win and rest the seat bjp loos confirm news
5849,,yadavakhilesh RahulGandhi priyankagandhi yadavtejashwi ArvindKejriwal MamataOfficial,yadavakhilesh rahulgandhi priyankagandhi yadavtejashwi arvindkejriw mamataoffici
5850,,Tabhi Amethi ke saath Wayanad bhi lada ja raha hai,tabhi amethi saath wayanad bhi lada raha hai
5851,,Rahul Gandhi,rahul gandhi
5852,,ahmedpatel jab Tihar Nazar aatha ha tho sab JUMLA he nazar aatha ha pyaare All corruption cases are VENDETTA against UPA netas so why dont you all file defamation for 10 lac crores PChidambaramIN RahulGandhi rssurjewala,ahmedpatel jab tihar nazar aatha tho sab jumla nazar aatha pyaar all corrupt case are vendetta against upa neta whi dont you all file defam for lac crore pchidambaramin rahulgandhi rssurjewala
5853,,Dabbewalon ke saath dhakkan RahulGandhi INCIndia INCMumbai milinddeora OfficialUrmila MumbaiPMC mumbaipyc,dabbewalon saath dhakkan rahulgandhi incindia incmumbai milinddeora officialurmila mumbaipmc mumbaipyc
5854,,Tera srve fail ho jayega,tera srve fail jayega
5855,,Im with you,with you
5856,,Wah Pappu fan Didi gau mutra aur Pappu mutra mei farak Nahi pata,wah pappu fan didi gau mutra aur pappu mutra mei farak nahi pata
5857,,This is the effect of UTurn Baba INCIndia is such an unorganised party that different leader of the same party give contradictory statements every other day How can such a party rule the country #ModiLaoDeshBanao #LokSabhaElections2019,thi the effect uturn baba incindia such unorganis parti that differ leader the same parti give contradictori statement everi other day how can such parti rule the countri #modilaodeshbanao #loksabhaelect
5858,,Chutia kal kiya bola gadha advani ko chappal se mar ker nikal diya,chutia kal kiya bola gadha advani chappal mar ker nikal diya
5859,,#MediaGag For exposing corrupt politician RahulGandhi team blocks republic from questioning him on Christian Michels explosive revelations in EDs Agusta Westland case chargesheet,#mediagag for expos corrupt politician rahulgandhi team block republ from question him christian michel explos revel ed agusta westland case chargesheet
5860,,An idiot who cant get a degree doesnt know what NCC is cant pronounce Vishweswaraya doesnt know the hindi for 35 is giving pravachan on competitive exams Remember Jethmalani stating that he wont appoint this bum even as a clerk,idiot who cant get degre doesnt know what ncc cant pronounc vishweswaraya doesnt know the hindi for give pravachan competit exam rememb jethmalani state that wont appoint thi bum even clerk
5861,,Nation always first from seafarers blue water seanarendramodi arunjaitley smritiirani rajnathsingh nitingadkari PrashantKishor NitishKumar myogiadityanath AmitShah SrBachchan imVkohli sachinrt mangeshkarlata RepublicBharat RahulGandhi PiyushGoyal,nation alway first from seafar blue water seanarendramodi arunjaitley smritiirani rajnathsingh nitingadkari prashantkishor nitishkumar myogiadityanath amitshah srbachchan imvkohli sachinrt mangeshkarlata republicbharat rahulgandhi piyushgoy
5862,,Hey Bhakt MIS is Universally accepted way of Income distribution and you call RaGa dividing while your dirty talks only about religion War and past you should be ashamed of your self,hey bhakt mi univers accept way incom distribut and you call raga divid while your dirti talk onli about religion war and past you should asham your self
5863,,Munawar ur joke baby,munawar joke babi
5864,,You have to listen to the language Rahul Gandhi used Advani ko joota mar kar nikal diya This is what he said in a public rally,you have listen the languag rahul gandhi use advani joota mar kar nikal diya thi what said public ralli
5865,,Congress 300,congress
5866,,This message shows How much frustration and Panic mode you Bhakts are in,thi messag show how much frustrat and panic mode you bhakt are
5867,,Sir ghar kb khali kr rhe h,sir ghar khali rhe
5868,,Modi hai to Mumkin hai,modi hai mumkin hai
5869,,All of you will do well to read TCA Srinivasa Raghavans article the pesky priests in business standard today re educate yourselves before you talk about increasing taxes Pvt sector investments r stalled they will become zero by your madness,all you will well read tca srinivasa raghavan articl the peski priest busi standard today educ yourselv befor you talk about increas tax pvt sector invest stall they will becom zero your mad
5870,,Thanks Sir for joining Congress #CongressManifesto #CongressMuktBharat You might get an earning opportunity there Because in Modi Raj you couldnt do it #Chowkidar,thank sir for join congress #congressmanifesto #congressmuktbharat you might get earn opportun there becaus modi raj you couldnt #chowkidar
5871,,Jaldi hi wo apke sath Tihar me honge Best of luck to both of you with family,jaldi apk sath tihar hong best luck both you with famili
5872,,How high is this high,how high thi high
5873,,Rahul gandhi ko,rahul gandhi
5874,,Rahul gandhi ko yad karte rahana chahiye ke han kai ha,rahul gandhi yad kart rahana chahiy han kai
5875,,RahulGandhi INCIndia when we did our school projects we always had some sort of clarity How to do it gathering resources Now you are promising #NYAY and not showing any clarity Is that your lack of vision and leadership narendramodi TVMohandasPai arunjaitley BJP4India,rahulgandhi incindia when did our school project alway had some sort clariti how gather resourc now you are promis #nyay and not show ani clariti that your lack vision and leadership narendramodi tvmohandaspai arunjaitley bjp india
5876,,OfficialUrmila Please do not come to my home asking for vote as I am intolerant to your political ideology There may be idiots who get obsessed with filmy personality but I am not RahulGandhi sardesairajdeep arnabrepublictv narendramodi,officialurmila pleas not come home ask for vote intoler your polit ideolog there may idiot who get obsess with filmi person but not rahulgandhi sardesairajdeep arnabrepublictv narendramodi
5877,,PMOIndia AmitShah arunjaitley PiyushGoyal INCIndia RahulGandhi priyankagandhi rssurjewala htTweets Is is a big curse that Congampoppn parties do not note fastest economic growthinframanuFIIsGDP growth 72defenseISROampDRDO achievementsunity by Sabka Saath Sabka Vikas,pmoindia amitshah arunjaitley piyushgoy incindia rahulgandhi priyankagandhi rssurjewala httweet big curs that congampoppn parti not note fastest econom growthinframanufiisgdp growth defenseisroampdrdo achievementsun sabka saath sabka vika
5878,,Thats why people choosing BJP you retired hurt,that whi peopl choos bjp you retir hurt
5879,,Check facts before tweeting b a responsible Indian,check fact befor tweet respons indian
5880,,Whats your contribution on her success,what your contribut her success
5881,,64,
5882,,Best of luck,best luck
5883,,Bachche how many kids from Amethi n Raibareli were selected for civil service,bachch how mani kid from amethi raibar were select for civil servic
5884,,OfficialUrmila agree with you Hindus are violent,officialurmila agre with you hindu are violent
5885,,RahulGandhi Rahulji please direct K C Venugopal to spend one week election duty in Alappuzha Then only he can explain what he was done in 10 year Now in Survey Alappuzha goes to LDF Alappuzha people think that KC Venugopal escape from Alappuzha,rahulgandhi rahulji pleas direct venugop spend one week elect duti alappuzha then onli can explain what wa done year now survey alappuzha goe ldf alappuzha peopl think that venugop escap from alappuzha
5886,,And from the loot we did from all types of deals like defence unitech etc etc,and from the loot did from all type deal like defenc unitech etc etc
5887,,Lage raho,lage raho
5888,,#maadurga Mata Durga ji ka asali manter keval Sant rampal Maharaj ji ke pas he aney kisi ke visov me kisi ke pas nahi he varat our pathar pujna kahi bhi nahi likha he ved udha ke dekh lo NarendramodiPM RahulGandhi myogiadityanath ZeeNewsHindi abpnewshindi,#maadurga mata durga asali manter keval sant rampal maharaj pa aney kisi visov kisi pa nahi varat our pathar pujna kahi bhi nahi likha ved udha dekh narendramodipm rahulgandhi myogiadityanath zeenewshindi abpnewshindi
5889,,Is it a wilder coincidence or what we mallus call AISHWARYAM I heard somewhere Good things get initiated at the arrival of noble people Hearty congratulations,wilder coincid what mallu call aishwaryam heard somewher good thing get initi the arriv nobl peopl hearti congratul
5890,,rsprasad congress manifesto says army will b punished sedition will be legal and anyone can mock india at anytime this will reduce moral of youth and reduction in joining armythis money will b given 2 farmers,rsprasad congress manifesto say armi will punish sedit will legal and anyon can mock india anytim thi will reduc moral youth and reduct join armythi money will given farmer
5891,,It is made possible because of our first PM Nehruji,made possibl becaus our first nehruji
5892,,rashtrapatibhvn PMOIndia rsprasad INCIndia htTweets adgpi RahulGandhi Who is Cong President Rahul Gandhi to state in election rally that he will send Modi to jailBesides he has spoken very foul words on PM Modiregarding disrespectignoring guru LK Advaniveteran BJP ldr,rashtrapatibhvn pmoindia rsprasad incindia httweet adgpi rahulgandhi who cong presid rahul gandhi state elect ralli that will send modi jailbesid ha spoken veri foul word modiregard disrespectignor guru advaniveteran bjp ldr
5893,,Aljo K Joseph who belongs to #congress party defending his Congress President #RahulGandhi and putting question mark on EDs autonomy #ModiLaoDeshBanao #MichelExposesFamily,aljo joseph who belong #congress parti defend hi congress presid #rahulgandhi and put question mark ed autonomi #modilaodeshbanao #michelexposesfamili
5894,,toh yeh idea hai RahulGandhi INCIndia ka #Pappu #RahulLovesTerrorists #RahulGandhiWayanad #RahulForBehtarBharat #Amethi #ChowkidarPhirSe #modi,toh yeh idea hai rahulgandhi incindia #pappu #rahullovesterrorist #rahulgandhiwayanad #rahulforbehtarbharat #amethi #chowkidarphirs #modi
5895,,No there is a difference between green flag or red flag and saffron flag That is the flag that Shivaji had,there differ between green flag red flag and saffron flag that the flag that shivaji had
5896,,SirPareshRawal rsprasad,sirpareshraw rsprasad
5897,,Yeh dhokle ki takat hi hai jo aap congress me gye hoab aap rokde krne walo ke sath ho khamoshhhhh,yeh dhokl takat hai aap congress gye hoab aap rokd krne walo sath khamoshhhhh
5898,,RahulGandhi narendramodi The difference btw you both is Raga has advisors to tell him each amp every thing While Namo tell his advisors to fowoll his orders Real difference Raga does not know NYAY scheme how to implement also Without taxing middle class And industry,rahulgandhi narendramodi the differ btw you both raga ha advisor tell him each amp everi thing while namo tell hi advisor fowol hi order real differ raga doe not know nyay scheme how implement also without tax middl class and industri
5899,,Who is he to forgive Congress,who forgiv congress
5900,,rashtrapatibhvn MVenkaiahNaidu SMahajanLS adgpi rajnathsingh htTweets Why Ahmed PatelRahul GandhiSurjewala Congampmany political leaders misusing 2019 Election campaigningralliesto abuseampinsult PM Modiother Sr political leadersWhat example are we setting for youthamparmy,rashtrapatibhvn mvenkaiahnaidu smahajanl adgpi rajnathsingh httweet whi ahm patelrahul gandhisurjewala congampmani polit leader misus elect campaigningralliesto abuseampinsult modioth polit leaderswhat exampl are set for youthamparmi
5901,,Chorgressiyo ko mut Ka overdose milta hei Isi lliye inke tweet tuchiyape wale hote hei,chorgressiyo mut overdos milta hei isi lliy ink tweet tuchiyap wale hote hei
5902,,Congress,congress
5903,,RahulGandhi if we take that logic Tera Baap Olympics mein gold medal laayaa thaa kyaa Agar nahin toh Sports award Rajiv Gandhi Ke naam par kyun hain,rahulgandhi take that logic tera baap olymp mein gold medal laayaa thaa kyaa agar nahin toh sport award rajiv gandhi naam par kyun hain
5904,,And missing Sukanya Devi ko khijne ke liye kya kiya jaye,and miss sukanya devi khijn liy kya kiya jay
5905,,Dalal Nahi chorgress wale chatu bhi hote hei Aur desh ke gaddar,dalal nahi chorgress wale chatu bhi hote hei aur desh gaddar
5906,,Yes RahulGandhi said All is green He has gone to Waynad to prove it,ye rahulgandhi said all green ha gone waynad prove
5907,,Mai rahul gandhi sapath leta hu ki hmesa bipaksh me hi baithne ka kam krunga aur hmesa modi goverment ko sahyog krunga,mai rahul gandhi sapath leta hmesa bipaksh baithn kam krunga aur hmesa modi gover sahyog krunga
5908,,Ohhhhh Tum Jaise gaddar jinhhone 84 mei tumhare bhaiyo ko mara unki party Shayad isiliye you are asardar,ohhhhh tum jais gaddar jinhhon mei tumhar bhaiyo mara unki parti shayad isiliy you are asardar
5909,,Kl tk bjp ki side aaj congresss ab srf baap mt bdlna,bjp side aaj congresss srf baap bdlna
5910,,#CongSuperEmergency RahulGandhi will talk about every issue whether true or falsebut will turn MUM when questioned about his scams amp frauds and attack the press reporter who questions about these#MichelExposesFamily #AgustaCaseCracked #AugustaWestlandScam #RahulGandhichorhai,#congsuperemerg rahulgandhi will talk about everi issu whether true falsebut will turn mum when question about hi scam amp fraud and attack the press report who question about these#michelexposesfamili #agustacasecrack #augustawestlandscam #rahulgandhichorhai
5911,,Same to you too,same you too
5912,,That means you too terrorists loving person,that mean you too terrorist love person
5913,,Khaamoshhhhhh,khaamoshhhhhh
5914,,Republic#republic Is Rahul Gandhi Indian,republic#republ rahul gandhi indian
5915,,Absolutely right,absolut right
5916,,Sholay mein Gabbar se China Town me Jageera se Sab khauf khate they wahi haal Aaj ki public ka hai Jab pet bhara ho to nautanki soojhhti hai Chaukidaar ya Maha makkar Sab ka faisla ho jayega Pyar Baatna Gandhi ji ki fitrat hai spread love every where,sholay mein gabbar china town jageera sab khauf khate they wahi haal aaj public hai jab pet bhara nautanki soojhhti hai chaukidaar maha makkar sab faisla jayega pyar baatna gandhi fitrat hai spread love everi where
5917,,Uski success ma congress nehru Ya gandhi ka haath ya paaw nahi ha na,uski success congress nehru gandhi haath paaw nahi
5918,,You are Good Luck for #Waynad,you are good luck for #waynad
